id,domain,url,crawled_date,ten,gia_ban,nam_san_xuat,xuat_xu,tinh_trang,dong_xe,so_km_da_di,mau_ngoai_that,mau_noi_that,so_cua,so_cho_ngoi,nhien_lieu,he_thong_nap_nhien_lieu,hop_so,dan_dong,tieu_thu_nhien_lieu,dung_tich_xi_lanh,thong_tin_mo_ta
31067e07-0486-4148-aa86-bad8d111cefc,bonbanh.com,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2009-4459447,1656780792.440736,xe kia morning slx 1.0,189000000.0,2009,nhập khẩu,cũ,hatchback,9 km,ghi,ghi,5 cửa,5 chỗ,xăng,, tự động,fwd,5 l/100km,1.0 l,"E bán xe kia morning 2009 slx nhập khẩu, số zichzac máy mới, xe máy và thân vỏ nguyên bản, xe đi gầm căhcs chắn lốp mới, ai mua về sẵn đi thôi, xem xe trực tiếp gí có thương lượng chút!"
7dc658af-bf17-4c66-925b-4ccc333d752b,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4019992,1656780792.616524,xe mercedes benz glc 300 4matic,2569000000.0,2022,trong nước,mới,suv,0 km,đen,đen,5 cửa,5 chỗ,xăng,, tự động,awd,l/100km,2.0 l,✓Sở hữu xe SUV Mercedes GLC300 4 Matic đời 2022 đẳng cấp chỉ với 13.4tr/tháng
fec2e2d9-23e3-4076-8664-0b401b693288,bonbanh.com,https://bonbanh.com/xe-hyundai-i30-cw-1.6-at-2011-4409009,1656780792.642435,xe hyundai i30 cw 1.6,365000000.0,2011,nhập khẩu,cũ,hatchback,"78,000 km",trắng,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,7 l/100km,1.6 l,Hyundai i30 CW 2011 đky T8/2012
06a3c9da-8ef4-48a6-b06b-a3c6015dacf3,bonbanh.com,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2022-4333242,1656780792.662704,xe ford ranger xls 2.2l 4x2,650000000.0,2022,trong nước,mới,bán tải / pickup,0 km,xanh,nhiều màu,4 cửa,5 chỗ,dầu,6, tự động,rfd,6 l/100km,2.2 l,- Thiếu thông tin chính xác ?
4c0ec23c-830a-4ac3-aa22-54c16941c74a,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-4405603,1656780792.712191,xe mercedes benz e class e300 amg,3129000000.0,2022,trong nước,mới,sedan,0 km,đỏ,nâu,4 cửa,5 chỗ,xăng,phun xăng điện tử, tự động,rfd,10 l/100km,2.0 l,E 300 AMG phiên bản mới 2022 với trang bị full option.
da60bd08-0758-4c2f-8457-7040ff308dff,bonbanh.com,https://bonbanh.com/xe-suzuki-super_carry_truck-1.0-mt-2003-4446341,1656780792.844191,xe suzuki super carry truck 1.0 mt,58000000.0,2003,trong nước,cũ,truck,"1,234 km",trắng,xám,2 cửa,2 chỗ,xăng,bxc, tay,rfd,5 l/100km,1.0 l,Xe suzuki 550kg.2003. Máy êm.đồng sơn ổn.
68b19146-9402-4d5e-a827-58df4e77f2a0,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-glb-200-amg-2022-3736640,1656780793.006851,xe mercedes benz glb 200 amg,2069000000.0,2022,nhập khẩu,mới,suv,0 km,đen,đen,5 cửa,7 chỗ,xăng,, tự động,rfd,l/100km,1.3 l,MERCEDES-BENZ GLB 200 AMG
13ada63e-9d38-4c65-aa38-173b8cd194c2,bonbanh.com,https://bonbanh.com/xe-audi-q5-2.0-at-2013-4438241,1656780793.028963,xe audi q5 2.0,860000000.0,2013,nhập khẩu,cũ,suv,"60,000 km",trắng,đen,5 cửa,5 chỗ,xăng,, tự động,awd,l/100km,2.0 l,"Siêu Thị Ô Tô Sài Gòn chào bán Audi Q5 Quattro 2.0L sản xuất 2013 màu trắng, nhập khẩu Đức nguyên chiếc, với phong cách thiết kế sang trọng và thời thượng, Audi Q5 luôn có nét riêng nhất. Xe được chủ giữ gìn cực kỳ cẩn thận và bảo dưỡng định kỳ nên còn rất mới, xe cam kết nguyên bản không đâm đụng hay ngập nước."
cd83d7c7-557b-4d19-9cc8-f9e206a008cf,bonbanh.com,https://bonbanh.com/xe-ford-escape-xls-2.3l-4x2-at-2010-4410517,1656780793.078713,xe ford escape xls 2.3l 4x2,295000000.0,2010,trong nước,cũ,suv,"112,000 km",ghi,ghi,5 cửa,5 chỗ,xăng,fi, tự động,fwd,8 l/100km,2.3 l,Xe số tự động.2010. Nội thất.sơn xi đưpj.
6064f088-9008-47c4-bf7f-ab0b9406c423,bonbanh.com,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2020-4412063,1656780793.104135,xe hyundai i10 grand 1.2 mt base,298000000.0,2020,trong nước,cũ,hatchback,"30,000 km",bạc,nâu,5 cửa,5 chỗ,xăng,, tay,fwd,7 l/100km,1.25 l,Bên e nhận đổi cáp xe i10 2020 này với tất cả các dòng xe khác kể cả xe máy
3817282a-3f50-43fd-b661-9f43a8d20da3,bonbanh.com,https://bonbanh.com/xe-honda-crv-e-2022-3358166,1656780793.129905,xe honda crv e,998000000.0,2022,trong nước,mới,suv,0 km,đen,kem,5 cửa,7 chỗ,xăng,, tự động,fwd,l/100km,1.5 l,Honda CR V bản E phiên bản mới
ad10163d-b5ba-4aa5-9fdd-96ca7ee87fe3,bonbanh.com,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2017-4454124,1656780793.15532,xe toyota land cruiser vx 4.6 v8,3980000000.0,2017,nhập khẩu,cũ,suv,"60,000 km",đen,đen,5 cửa,8 chỗ,xăng,, tự động,awd,l/100km,4.6 l,Cần Bán Land Cruiser Vx 2017 Độ Full VXS 
350fc67d-a3e0-44c8-94d2-e9e605afd7c5,bonbanh.com,https://bonbanh.com/xe-kia-k3-premium-2.0-at-2022-4455720,1656780793.178024,xe kia k3 premium 2.0,694000000.0,2022,trong nước,mới,sedan,0 km,đỏ,nhiều màu,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2.0 l,"Bán xe Kia K3 2.0 Premium sản xuất 2022, phiên bản mới"
e8d069fb-78f0-4484-ae90-eca29654606f,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-v_class-v250-luxury-2020-4227824,1656780793.668525,xe mercedes benz v class v250 luxury,2609000000.0,2020,nhập khẩu,cũ,van/minivan,200 km,đỏ,đen,5 cửa,7 chỗ,xăng,, tự động,rfd,l/100km,2.0 l,_Đại Lý Mercedes-Benz Thanh Lý Xe Demo Như Mới 99%
92e24976-4133-423e-9a65-0e350d2739b2,bonbanh.com,https://bonbanh.com/xe-kia-morning-si-at-2016-4454502,1656780793.6981,xe kia morning si,309000000.0,2016,trong nước,cũ,hatchback,"38,000 km",trắng,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1.25 l,Chợ oto lâm hùng vừa về mẫu xe Kia morning Si AT sx 2016 một chủ từ đầu màu trắng nội thất ghi . Odo 3v8 km biển Hải Phòng chủ mới thay 4 lốp Michellin
aff66735-16f3-40a5-9e95-c00c3f475751,bonbanh.com,https://bonbanh.com/xe-ford-ranger-next-gen-4x4at-2022-4366329,1656780794.052061,xe ford ranger next gen 4x4at,937000000.0,2022,trong nước,mới,bán tải / pickup,0 km,trắng,đen,4 cửa,5 chỗ,dầu,turbo 2.2, tự động,rfd,8 l/100km,,Ford Ranger Next-gen phiên bản mới 2023
033a4b5c-e96d-4e8e-99e3-2c4df7c42db7,bonbanh.com,https://bonbanh.com/xe-honda-crv-l-2019-4444462,1656780794.236695,xe honda crv l,950000000.0,2019,nhập khẩu,cũ,suv,0 km,xanh,đen,5 cửa,7 chỗ,xăng,, tự động,fwd,l/100km,1.5 l,"Sàn ô tô Hà Nội (mở cửa 24/7) bán Honda CRV 1.5Turbo bản L NHẬP KHẨU nguyên chiếc sx 2019, xe tư nhân chính chủ đi rất ít. Nội thất được trang bị: chìa khóa thông minh start/stop, ghế da cao cấp theo xe, ghế điện chỉnh 8 hướng , tích hợp vô lăng , gẩy số thể thao trên vô lăng,CỬA SỔ TRỜI PARANOMA, CỐP ĐIỆN, camera lùi, nội thất cao cấp phối vân gỗ, cruise giới hạn tốc độ, econ siêu tiết kiệm, đèn led pha, lazang xoắn thể thao... cùng nhiều tiện ích khác. Cam kết xe đẹp nguyên bản, không đâm đụng, ngập nước. Hỗ trợ thủ tục sang tên ,vay vốn Ngân Hàng nhanh gọn đến 70%."
c756892d-cb32-45e2-a5a8-e0f28024b116,bonbanh.com,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2010-4386112,1656780794.248945,xe toyota corolla altis 1.8g,400000000.0,2010,trong nước,cũ,sedan,0 km,bạc,kem,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1.8 l,Corola Altis 2010 số tự động
6151061c-c7c5-4597-8542-b4a13c651a12,bonbanh.com,https://bonbanh.com/xe-honda-crv-2.4-at-2015-4444233,1656780794.277072,xe honda crv 2.4,725000000.0,2015,trong nước,cũ,suv,"39,000 km",trắng,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2.4 l,PHÁT LỘC AUTO Bán xe Xe Honda CRV 2.4 AT sản xuất 2015 ; 1 chủ từ mới biển hà nội
484c22ef-54ac-4b63-887b-925dee545a56,bonbanh.com,https://bonbanh.com/xe-lexus-lx-570-2010-4249520,1656780794.781336,xe lexus lx 570,3350000000.0,2010,nhập khẩu,cũ,suv,"190,000 km",trắng,kem,5 cửa,7 chỗ,xăng,, tự động,awd,l/100km,5.7 l,"Gara bán nhanh xe Lexus 570 độ lên mẫu mới, xe làm kỹ nên khá đẹp, hoạt động tốt, 7 chổ 4 ghế chỉnh điện, màn hình, phuộc hơi..v.v.. trang bị đầy đủ tiện nghi chạy bao êm. Cần mua mời đến coi xe."
a9ca3a83-3004-4dfa-b202-e29017eae0c6,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-4461770,1656780795.111836,xe mercedes benz s class s400l,2056000000.0,2015,trong nước,cũ,sedan,"64,000 km",bạc,đen,4 cửa,5 chỗ,xăng,, tự động,rfd,l/100km,3.0 l,"Ngay chủ sử dụng bán nhanh trong ngày Mercedes s400L Model 2015 , biển VIP TAM HOA , xe hoạt động hoàn hảo , còn đep như mới , trang bị : chìa khóa thông minh , đề nổ Star/ stop, hệ thống đèn FULL LED , vô lăng bộc da ốp gỗ sang trọng , ghế chỉnh điện , nhớ ghế , đèn viền nội thất , cửa sổ trời toàn cảnh , âm thanh sống động với 13 loa Burmaster , cốp điện ..... xe bảo dưỡng đều hoạt động êm ái , liên hệ nhanh giá tốt"
9a662de1-d0a3-4c70-935f-b26ffed92647,bonbanh.com,https://bonbanh.com/xe-honda-accord-2.4-at-2014-4428065,1656780795.293812,xe honda accord 2.4,650000000.0,2014,nhập khẩu,cũ,sedan,0 km,trắng,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2.4 l,Honda Accord 2014 màu trắng.
ae6606ce-6878-4846-883d-dfcdbd3166dc,bonbanh.com,https://bonbanh.com/xe-toyota-highlander-se-2.7-2010-4445996,1656780795.488317,xe toyota highlander se 2.7,845000000.0,2010,nhập khẩu,cũ,suv,"100,000 km",đen,xám,5 cửa,7 chỗ,xăng,, tự động,fwd,l/100km,2.7 l,"bán xe Toyota Highlander nhập mỹ màu đen sx 2010 , xe trang bị : 13 túi khí, DVD camera ,Ghế da, Gương kính chỉnh điện, gập điện , hộp số tự động 6 cấp ..... liên hệ xem xe giá tốt"
5e98636f-0f6e-4262-baaa-4e134c9e24ba,bonbanh.com,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2019-4382472,1656780795.506858,xe mazda cx5 2.5 at 2wd,850000000.0,2019,trong nước,cũ,suv,0 km,đỏ,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2.5 l,"Sàn ô tô Hà Nội (mở cửa 24/7) bán Mazda cx5 2.5 sx 2019 màu đỏ pha lê, xe tư nhân chính chủ từ đầu. Nội thất được trang bị: Chìa khóa thông minh, tích hợp vô lăng, ghế chỉnh điện , nhớ ghế , ghế da cao cấp theo xe, có chế độ I-stop, GVC, đèn led ngày đêm , chức năng cân bằng góc chiếu , đèn pha tự động , đèn sương mù led, cảm biến gạt mưa tự động , gương chiếu hậu chỉnh điện gập điện tích hợp đèn báo rẽ,5 lốp zin theo xe sơ cua chưa hạ ...cùng rất nhiều tiện ích khác. "
324907fe-8651-4015-a7a2-879bb476d6ce,bonbanh.com,https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8l-2017-4281773,1656780795.545512,xe chevrolet cruze ltz 1.8l,420000000.0,2017,trong nước,cũ,sedan,"24,000 km",trắng,đen,4 cửa,5 chỗ,xăng,1.8at, tự động,fwd,l/100km,1.8 l,Bán. Chevoret. Cruze ltz 1.8 AT sx 2017 xe tư nhân một chủ sử biển thành phố 
d3179b96-156b-4276-aaaf-c3d889ac26ee,bonbanh.com,https://bonbanh.com/xe-lexus-ls-460l-2007-4408432,1656780795.947208,xe lexus ls 460l,1010000000.0,2007,nhập khẩu,cũ,sedan,0 km,đen,kem,4 cửa,5 chỗ,xăng,, tự động,rfd,l/100km,4.6 l,Xe Cần Bán 
5df566d3-a50d-49cf-988f-240e6c092d35,bonbanh.com,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-3415859,1656780795.955518,xe toyota corolla cross 1.8v,846000000.0,2022,nhập khẩu,mới,suv,0 km,xanh,nâu,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1.8 l,- Chương trình khuyến mãi hot nhất trong tháng
056cc8db-d79d-4588-adef-627c015abc44,bonbanh.com,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-4316850,1656780795.96486,xe toyota veloz cross 1.5 cvt,648000000.0,2022,nhập khẩu,mới,suv,0 km,bạc,màu khác,5 cửa,7 chỗ,xăng,, tự động,fwd,l/100km,1.5 l,Toyota Veloz Cross 1.5 CVT 2022
5a390c41-4eb8-482f-b335-55bf992d9907,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-4387054,1656780796.016519,xe mercedes benz glc 300 4matic,1730000000.0,2018,trong nước,cũ,suv,0 km,xanh,kem,5 cửa,5 chỗ,xăng,, tự động,awd,l/100km,2.0 l,"SÀN Ô TÔ Hà Nội (mở cửa 24/7) Bán MERCEDES - BENZ GLC300 4MATIC màu xanh, sx 2018 xe một chủ từ đầu đi rất ít. Xe được trang bị: Full option, camera 360, nâng hạ gầm, 5 chế độ lái, Loa cao cấp bumester, Cửa sổ trời siêu rộng Panoramic, tay lái đa chức năng 3 chấu bọc da, Cụm đèn trước LED toàn phần, hệ thống chống bó cứng phanh ABS, hỗ trợ lực phanh khẩn cấp BAS, chống trượt khi tăng tốc ASR, ổn định thân xe điện tử ESP...Và rất nhiều option cao cấp khác. "
