id,url,crawled_date,domain,ten,gia,xuat_xu,tinh_trang,dong_xe,so_cho_ngoi,nhien_lieu,hop_so
d6e0d347-6ee7-4d78-a3c2-e6f555e16b11,https://xe.chotot.com/mua-ban-oto-quan-son-tra-da-nang/96265966.htm,2022-06-27 10:09:44.277644,xe.chotot.com,Cần bán c200 CGI 2010 đỏ chính chủ,350.000.000,Việt Nam,Đã sử dụng,C Class,5,Xăng,Tự động
5892278b-fa37-41b5-b7b3-3cce5342abe6,https://xe.chotot.com/mua-ban-oto-quan-phu-nhuan-tp-ho-chi-minh/90000594.htm,2022-06-27 10:09:44.320647,xe.chotot.com,Lexus bán gấp 24h chồng tiền ĐẤT giá THOẢ THUẬN,1.110.000.000,Nước khác,Đã sử dụng,RX,8,Xăng,Tự động
e1eb29d1-d49d-419a-a2c8-dd05e58e9e34,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/96373160.htm,2022-06-27 10:09:44.324644,xe.chotot.com,Mercedes C200 phiên bản đặc biệt có DVD,520.000.000,Việt Nam,Đã sử dụng,C Class,5,Xăng,Tự động
18fef8d3-a14b-4b5a-b53b-84a6038e35d5,https://xe.chotot.com/mua-ban-oto-huyen-chu-pah-gia-lai/96373589.htm,2022-06-27 10:09:44.374560,xe.chotot.com,Hyundai Elantra 2013 Tự động,393.000.000,Hàn Quốc,Đã sử dụng,Elantra,5,Xăng,Tự động
86fca560-fdd4-4573-9b16-871222124045,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/96350105.htm,2022-06-27 10:09:44.396583,xe.chotot.com,xe nhà cần bán xl7 2021,585.000.000,Nước khác,Đã sử dụng,XL 7,7,Xăng,Tự động
b1d94197-ab7d-4bcc-a992-7096e9ab63f0,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/96373183.htm,2022-06-27 10:09:44.410581,xe.chotot.com,Wildtrack 3.2L 2016 4x4AT,695.000.000,Thái Lan,Đã sử dụng,Ranger,5,Dầu,Tự động
3a1e0a82-4c48-4b23-85b9-c1ef5f1b0646,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/95412755.htm,2022-06-27 10:09:44.423581,xe.chotot.com,Mercedes Benz GLK250 Sx/Đk 2013,810.000.000,Việt Nam,Đã sử dụng,GLK Class,5,Xăng,Tự động
d08d4ba8-3534-4f15-949f-ec12c04054ab,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/96281196.htm,2022-06-27 10:09:44.477180,xe.chotot.com,Bán xe gia đình  . bản cao cấp nhấp của Mỏning,345.000.000,Việt Nam,Đã sử dụng,Morning,5,Xăng,Tự động
0cea9690-b0af-4c5e-8f75-297b06e36b24,https://xe.chotot.com/mua-ban-oto-huyen-thach-that-ha-noi/96373204.htm,2022-06-27 10:09:44.490181,xe.chotot.com,Chính chủ,650.000.000,,Đã sử dụng,Corolla Altis,5,Xăng,Tự động
f1f21ecf-e120-4530-946e-a76f45175940,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/90199782.htm,2022-06-27 10:09:44.535688,xe.chotot.com,ĐỦ MÀU SẴN XE VFe34 GIÁ CẠNH TRANH KO CHỜ,590.000.000,Việt Nam,Mới,VFe34,5,Điện,Tự động
1caa24d7-362e-4a6a-a733-2de99d619b61,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/96010793.htm,2022-06-27 10:09:44.540690,xe.chotot.com,innova 2.0E đk 1/2017 xe zin 100% rất đẹp ko lỗi,515.000.000,,Đã sử dụng,Innova,8,Xăng,Số sàn
0d58cfa9-7555-4e2b-bc55-e92de03be75b,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/93813257.htm,2022-06-27 10:09:44.613691,xe.chotot.com,Mazda Cx5 sản xuất 2016 bản 2.5 2 cầu AWD chạy 7v,680.000.000,,Đã sử dụng,CX 5,5,Xăng,Tự động
1ee6f056-3093-46e4-bf6d-974a9ee80d48,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/95249788.htm,2022-06-27 10:09:44.797686,xe.chotot.com,TOYOTA VELOZ 1.5 TOP MÀU BẠC TÍM GIAO NGAY,688.000.000,Nước khác,Mới,Veloz,7,Xăng,Tự động
9f6a1e77-7cce-412f-ad7f-65419be5f8fb,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/94978728.htm,2022-06-27 10:09:44.909970,xe.chotot.com,Cần bán Kia Carens 2.0SX 2013 cực đẹp,355.000.000,Việt Nam,Đã sử dụng,Carens,7,Xăng,Tự động
706c63ee-638c-47e6-9f5f-533470ddb3f2,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/96316551.htm,2022-06-27 10:09:44.939985,xe.chotot.com,Fotuner máy dầu số tự động 2021 2.4AT,1.160.000.000,,Đã sử dụng,Fortuner,7,Dầu,Tự động
086898d6-6a92-46af-aa29-ce3470ec009e,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/96374401.htm,2022-06-27 10:09:44.971997,xe.chotot.com,Toyota Fortuner 2.5 G 4x2 5MT 2015 odo 7 vạn 8,725.000.000,Việt Nam,Đã sử dụng,Fortuner,7,Dầu,Số sàn
25808563-5b86-4b73-a814-8291cb4321aa,https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/96373594.htm,2022-06-27 10:09:45.002018,xe.chotot.com,❤Corola Altis 1.8G sx 2009 1 chủ mua mới full,350.000.000,,Đã sử dụng,Corolla Altis,,Xăng,Tự động
7bfcb56d-1dee-42e8-b808-91008adf90e7,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/94782892.htm,2022-06-27 10:09:45.065051,xe.chotot.com,MITSUBISHI XPANDER MT MÀU NÂU & ĐEN 2021 GIAO NGAY,555.000.000,Nước khác,Mới,Xpander,7,Xăng,Số sàn
23275525-3a9b-4b85-a5e4-f248d6b622d4,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/96191194.htm,2022-06-27 10:09:45.175354,xe.chotot.com,VFe34 Đỏ xe sắp về Trả Trước chỉ từ 20 triệu,570.000.000,Việt Nam,Mới,VFe34,5,Điện,Tự động
1d001270-ef82-42fd-824f-d38fec31f8b5,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/96334677.htm,2022-06-27 10:09:45.568852,xe.chotot.com,Bán Santafer sx2022 full dầu 2 cầu bản cao cấp,1.520.000.000,Việt Nam,Đã sử dụng,Santa Fe,7,Dầu,Tự động
6dc93776-d4dd-4484-92f2-b16329f51283,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/95313678.htm,2022-06-27 10:09:45.930297,xe.chotot.com,MỪNG KHAI TRƯƠNG - NISSAN ALMERA 【ƯU ĐÃI LỚN】,536.000.000,Thái Lan,Mới,Almera,5,Xăng,Tự động
e8a0fe30-eb6d-46d1-b94b-923e112ffddd,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/96117311.htm,2022-06-27 10:09:46.116840,xe.chotot.com,"Xe đi gia đình, dư xe giao lu ae thien chí",75.000.000,,Đã sử dụng,,,Xăng,Số sàn
1eddfbfc-df1e-4d76-ae89-1645271ff4ac,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/95963486.htm,2022-06-27 10:09:46.242335,xe.chotot.com,BMW 320i 2016 cực đẹp,920.000.000,Đức,Đã sử dụng,3 Series,4,Xăng,Tự động
8c0f7195-d60f-4ad4-827a-dffa0e40c355,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/96253351.htm,2022-06-27 10:09:46.336334,xe.chotot.com,💥FORTUNER 2.4AT 2022💥 ĐỦ MÀU🌈 GIAO SỚM🌈,1.107.000.000,Việt Nam,Mới,Fortuner,7,Dầu,Tự động
4461cc29-8c52-48bf-8d00-fe00d8a7a235,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/94687841.htm,2022-06-27 10:09:46.341335,xe.chotot.com,CX5 2018 Trắng,785.000.000,,Đã sử dụng,CX 5,5,Xăng,Tự động
e9966684-e166-4d75-b08a-da1d1aa983a1,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/96100340.htm,2022-06-27 10:09:46.458901,xe.chotot.com,VIOS 2018 SỐ TỰ ĐỘNG CỰC MỚI,445.000.000,,Đã sử dụng,Vios,,Xăng,Tự động
ca2a0068-b473-4773-9328-a917dd7a3232,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/93784720.htm,2022-06-27 10:09:46.513901,xe.chotot.com,Cần bán gấp Honda HRV L sx 2019 cực nhiều đồ chơi,739.000.000,Thái Lan,Đã sử dụng,HR-V,5,Xăng,Tự động
c8679a8e-31e6-401c-926b-6fbd13bfad80,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/55371309.htm,2022-06-27 10:09:46.628901,xe.chotot.com,【HYUNDAI ACCENT】SIÊU SEDAN PHÂN KHÚC B,525.000.000,Việt Nam,Mới,Accent,5,Xăng,Tự động
e32826b6-fb8e-44e8-b431-19db744a3099,https://xe.chotot.com/mua-ban-oto-quan-hoan-kiem-ha-noi/95588341.htm,2022-06-27 10:09:48.435396,xe.chotot.com,🚗🚗🚗 Mercedes - GLC 200 4MATIC 2022,2.129.000.000,,Mới,GLC,,Xăng,Tự động
31468694-3b3b-4343-93ab-d7896fcffde6,https://xe.chotot.com/mua-ban-oto-huyen-nha-be-tp-ho-chi-minh/96094701.htm,2022-06-27 10:09:48.838191,xe.chotot.com,xe Ford Everest bản 2 cầu năm sản xuất 2021,1.360.000.000,Thái Lan,Đã sử dụng,Everest,7,Dầu,Tự động
f8efa2c8-209d-48e4-ac32-65b57b632492,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/95791629.htm,2022-06-27 10:09:49.749467,xe.chotot.com,mazda 3 s số tự động bản sedan 2011,345.000.000,,Đã sử dụng,3,5,Xăng,Tự động
aca7afc3-9e16-4998-85ff-a0277fb8d35c,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/94023539.htm,2022-06-27 10:09:49.879481,xe.chotot.com,Mer E240,128.000.000,Đức,Đã sử dụng,E Class,5,Xăng,Tự động
a00d0863-0e30-4e70-8999-22e973c69076,https://xe.chotot.com/mua-ban-oto-huyen-long-thanh-dong-nai/96374174.htm,2022-06-27 10:09:50.083209,xe.chotot.com,Hyundai Tucson 1.6 Turbo Vàng Be Giao Ngay Tháng 6,1.120.000.000,Hàn Quốc,Mới,Tucson,5,Xăng,Tự động
0fd43874-686f-4f9f-a9bb-8cee597e9d7a,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/94328883.htm,2022-06-27 10:09:50.089209,xe.chotot.com,Cần bán Ford Raptor 2019,1.255.000.000,Thái Lan,Đã sử dụng,Ranger,5,Xăng,Tự động
d1c072be-7fbb-43bc-b44d-cd697b35b636,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/93317382.htm,2022-06-27 10:09:50.113244,xe.chotot.com,Wiltrack 2.0 biturbo 4x4 2019,860.000.000,Thái Lan,Đã sử dụng,Ranger,5,Dầu,Tự động
b043f446-396f-4469-8a78-220e4f34db74,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/93558583.htm,2022-06-27 10:09:50.118246,xe.chotot.com,Bán xe Chevrolet Aveo sx 2016 số tự động,275.000.000,,Đã sử dụng,Aveo,5,Xăng,Tự động
8c9ab1f5-9a1c-4bfe-bbaa-545e0f288e68,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/93631882.htm,2022-06-27 10:09:50.315087,xe.chotot.com,❤️️AUTO 318 PHẠM HÙNG❤️️ MERCEDES E300 BẠC 2010,639.000.000,Việt Nam,Đã sử dụng,E Class,5,Xăng,Tự động
ca3287c8-5b34-4583-b973-4a1819f17d53,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/96199945.htm,2022-06-27 10:09:51.015021,xe.chotot.com,"Daewoo matiz sx 2005 van AT nhập 2009 , màu trắng",105.000.000,,Đã sử dụng,Matiz,5,Xăng,Tự động
abbb32d1-a237-419d-9c0d-422ebe6c9359,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/90406076.htm,2022-06-27 10:09:51.079524,xe.chotot.com,🎉 Attrange số sàn 2022 có ngay giao liền 🎁phụ kiện,380.000.000,Nhật Bản,Mới,Attrage,5,Xăng,Số sàn
037155f9-2501-4baf-8a16-d985a0d0c33f,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/96278338.htm,2022-06-27 10:09:51.187966,xe.chotot.com,Toyota Vios 2017 MT,368.000.000,Việt Nam,Đã sử dụng,Vios,5,Xăng,Số sàn
0c36bf4c-6067-482d-aa55-d83913867ca5,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/96297602.htm,2022-06-27 10:09:51.314175,xe.chotot.com,Innova E 2021,738.000.000,Việt Nam,Đã sử dụng,Innova,8,Xăng,Số sàn
b2a26085-2cd3-45ef-95de-a0bc3af0ae8b,https://xe.chotot.com/mua-ban-oto-quan-5-tp-ho-chi-minh/95061736.htm,2022-06-27 10:09:51.319174,xe.chotot.com,Mercedes - benz GLK 2.2 TURBO 2013,768.000.000,Việt Nam,Đã sử dụng,GLK Class,5,Dầu,Tự động
a8c5a892-6fd9-40ba-ab99-666a7eac88d2,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/95010064.htm,2022-06-27 10:09:51.392992,xe.chotot.com,"Huyndai Grand i10 - 2016  .Số sàn, xe nhập Ấn Độ",225.000.000,Ấn Độ,Đã sử dụng,Grand i10,4,Xăng,Số sàn
2e481ab5-77b6-4d1d-b55e-9a75f57008c1,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/96374209.htm,2022-06-27 10:09:51.397992,xe.chotot.com,Ford Ranger xe còn rất mới.,828.000.000,Thái Lan,Đã sử dụng,Ranger,5,Dầu,Tự động
2f711bb4-4f89-479d-8496-b976fc4a8ac3,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/94230174.htm,2022-06-27 10:09:51.503078,xe.chotot.com,TRANSIT MID 2019 SIÊU LƯỚT NHƯ MỚI XE CTY KO KD,688.686.868,Việt Nam,Đã sử dụng,Transit,16,Dầu,Số sàn
0918a60c-10bd-47c4-a05f-80154c718cf8,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/96374220.htm,2022-06-27 10:09:52.722486,xe.chotot.com,XPANDER 2022 KHUYẾN MÃI SỐC DỊP RA MẮT,161.000.000,Nước khác,Mới,Xpander,7,Xăng,Tự động
aa89040d-d82c-48ca-8d03-e372733566b2,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/93982295.htm,2022-06-27 10:09:54.163030,xe.chotot.com,INNOVA 2.0E 2017 XE BÁN TẠI HÃNG.BẢO HÀNH 1 NĂM,569.000.000,,Đã sử dụng,Innova,8,Xăng,Số sàn
c3cfa4d2-6d14-47b4-a498-6858fd92a236,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/96027681.htm,2022-06-27 10:09:54.882233,xe.chotot.com,Toyota Camry 2.5Q 2021 tư nhân một chủ từ đầu,1.315.000.000,,Đã sử dụng,Camry,5,Xăng,Tự động
bba50abe-8955-40af-9507-bdaac27fbcc0,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/93070187.htm,2022-06-27 10:09:55.428936,xe.chotot.com,Jolie đời 2005 chính chủ. đẹp lung linh,132.000.000,Việt Nam,Đã sử dụng,Jolie,8,Xăng,Tự động
b6b1a6f7-2997-4fb3-8b11-77b4d58abee7,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/92061178.htm,2022-06-27 10:09:55.444945,xe.chotot.com,Toyota Land Cruiser GX 4.5 2003,450.000.000,Việt Nam,Đã sử dụng,Land Cruiser,8,Xăng,Số sàn
697ed06a-0e5b-4115-a30c-b2f27c68942d,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/94046742.htm,2022-06-27 10:09:55.614869,xe.chotot.com,HONDA CRV BẢN 2.4TG 1 CHỦ BIỂN HÀ NỘI SIÊU MỚI,755.000.000,Việt Nam,Đã sử dụng,CR V,5,Xăng,Tự động
c08f50fe-bd64-40ef-9929-4e7d3d067597,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/96374257.htm,2022-06-27 10:09:55.661023,xe.chotot.com,"XPANDER 2022 KM SỐC DỊP RA MẮT, 161 TR NHẬN XE",588.000.000,Nước khác,Mới,Xpander,7,Xăng,Tự động
c828a9b0-c35f-4bb7-8631-81c762f2a731,https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/93299720.htm,2022-06-27 10:09:55.786728,xe.chotot.com,Hyundai CRETA ALL NEW NHẬP KHẨU,620.000.000,Hàn Quốc,Mới,Creta,5,Xăng,Tự động
d9773ede-3b9c-4820-a866-7166c0e7ce19,https://xe.chotot.com/mua-ban-oto-quan-tay-ho-ha-noi/93747271.htm,2022-06-27 10:09:56.087910,xe.chotot.com,Mercedes Benz S400L 2017,2.690.000.000,,Đã sử dụng,S Class,5,Xăng,Tự động
4e4c2a8d-8882-485b-af96-b6e3a9c60cea,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/95279491.htm,2022-06-27 10:09:56.101897,xe.chotot.com,bán C250 Exciusiver màu đỏ sx 2016,1.030.000.000,Việt Nam,Đã sử dụng,C Class,5,Xăng,Tự động
b1331cf0-bc7a-45a7-8463-f526586046cd,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/96374267.htm,2022-06-27 10:09:56.511129,xe.chotot.com,"Innova 2.0E MT 2021, Odo 3.800km, Biển Số TP.HCM",738.000.000,Việt Nam,Đã sử dụng,Innova,8,Xăng,Số sàn
71345ae8-fb18-47cf-9f18-6c65d1558db0,https://xe.chotot.com/mua-ban-oto-huyen-thap-muoi-dong-thap/96316465.htm,2022-06-27 10:09:56.713746,xe.chotot.com,Xe ford limuosine ghế massage,685.000.000,Việt Nam,Đã sử dụng,Dòng khác,,Dầu,Số sàn
768c9564-25bd-49f4-9ada-bda3d6cebbf1,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/95476773.htm,2022-06-27 10:09:56.740747,xe.chotot.com,❤️ #GLC200 4Matic Model 2021❤️Màu đen nội thất kem,1.999.000.000,,Đã sử dụng,A Class,,Xăng,Tự động
3a9152c1-e0fe-4208-bf01-0587df981269,https://xe.chotot.com/mua-ban-oto-huyen-thanh-mien-hai-duong/96374326.htm,2022-06-27 10:09:56.814765,xe.chotot.com,HUYNDAI i10 sản xuất 2014,210.000.000,,Đã sử dụng,Grand i10,5,Xăng,Số sàn
0dea4e32-c832-4447-950d-3952e95b5ac4,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/96373733.htm,2022-06-27 10:09:57.143780,xe.chotot.com,BMW 320i LCI model 2016 up full M3,939.000.000,Việt Nam,Đã sử dụng,3 Series,4,Xăng,Tự động
c4d57637-9a2d-4207-9e8e-91eedf81a845,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/93946838.htm,2022-06-27 10:09:57.148781,xe.chotot.com,Mazda CX5 2.5 AT 2018,720.000.000,Việt Nam,Đã sử dụng,CX 5,5,Xăng,Tự động
031f2589-e7fa-4ad5-b5ed-80fd15b3ba6c,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/92814594.htm,2022-06-27 10:09:57.255826,xe.chotot.com,"Toyota Altis 1.8V khuyến mãi trước bạ, LS 0.2%th",719.000.000,Thái Lan,Mới,Corolla Altis,,Xăng,Tự động
4bf9b039-43da-4a47-9aa4-83e3c09e32a7,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/96244802.htm,2022-06-27 10:09:57.262829,xe.chotot.com,Toyota corolla cross 2020,890.000.000,,Đã sử dụng,Corolla Cross,,Xăng,Tự động
1b1fb9cb-adb8-43da-a170-1533da55ceb6,https://xe.chotot.com/mua-ban-oto-quan-tay-ho-ha-noi/96182211.htm,2022-06-27 10:09:57.301842,xe.chotot.com,Gia đình cần bán Mercedes Benz C class C200 2011,460.000.000,,Đã sử dụng,C Class,5,Xăng,Tự động
6f1b6fde-b8b2-4846-922d-99e963935fb6,https://xe.chotot.com/mua-ban-oto-huyen-thanh-tri-ha-noi/96364519.htm,2022-06-27 10:09:57.364078,xe.chotot.com,Spark Van 2011 số tự động nhập khẩu,135.000.000,,Đã sử dụng,Spark,2,Xăng,Số sàn
281a0032-12fd-4e3b-bd00-b26d1b5b0ba8,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/96373760.htm,2022-06-27 10:09:57.369081,xe.chotot.com,Grandis 2005 Tự Động,275.000.000,Nhật Bản,Đã sử dụng,Grandis,5,Xăng,Tự động
7869aff7-54b3-4446-b111-66965135e8dc,https://xe.chotot.com/mua-ban-oto-thanh-pho-viet-tri-phu-tho/96374296.htm,2022-06-27 10:09:57.375080,xe.chotot.com,Cần bán xe Mazda CX-5 2019 - Xe gia đình đỏ đẹp,805.000.000,Việt Nam,Đã sử dụng,CX 5,,Xăng,Tự động
5b68cd5e-7b35-4b6a-90eb-7cc13a391c54,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/93778456.htm,2022-06-27 10:09:57.379077,xe.chotot.com,Toyota Prado TXL 2.7 Trung Đông đẹp xuất sắc,845.000.000,Nhật Bản,Đã sử dụng,Land Cruiser Prado,7,Xăng,Tự động
ebb7c83c-0e89-46a7-af8a-ac5b5d644efa,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/95631294.htm,2022-06-27 10:09:57.384078,xe.chotot.com,Triton 2017 số sàn 1 cầu,460.000.000,Thái Lan,Đã sử dụng,Triton,5,Dầu,Số sàn
c3d44af3-a81d-4468-add4-811effb903d3,https://xe.chotot.com/mua-ban-oto-huyen-bau-bang-binh-duong/96373773.htm,2022-06-27 10:09:57.427824,xe.chotot.com,Bán tải TOYOTA HILUX bản 3.0 có TuBo máy dầu,315.000.000,Thái Lan,Đã sử dụng,Hilux,5,Dầu,Số sàn
586873ac-9e84-4d99-b8a9-f34c7e1152ac,https://xe.chotot.com/mua-ban-oto-quan-ba-dinh-ha-noi/95512347.htm,2022-06-27 10:09:57.533879,xe.chotot.com,Nissan - bluebird nhập khẩu tự động chính chủ dùng,238.000.000,Nhật Bản,Đã sử dụng,Bluebird,5,Xăng,Tự động
d70e57f0-143c-417e-a6ca-c5ad3d1236f6,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/96062782.htm,2022-06-27 10:09:57.548173,xe.chotot.com,mazda 3 sx 2015 . 5 lốp theo xe rất mới,475.000.000,Việt Nam,Đã sử dụng,3,5,Xăng,Tự động
9211e9a3-a9cc-4289-9a48-4ef4300d62c3,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/94462875.htm,2022-06-27 10:09:57.580184,xe.chotot.com,NÓNG- Bán Volkswagen Tcross 5 chỗ mới ra mắt,1.100.000.000,Đức,Mới,Dòng khác,5,Xăng,Tự động
70505732-c61d-401a-a147-966504b70420,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/94464634.htm,2022-06-27 10:09:57.869010,xe.chotot.com,Ford Ranger XLS 2.2 AT 1 cầu đời 2017- xe zin 100%,599.000.000,Thái Lan,Đã sử dụng,Ranger,5,Dầu,Tự động
b6aeba56-05e2-4b8d-b198-6446e195ad68,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/95936840.htm,2022-06-27 10:09:57.876010,xe.chotot.com,C200 exclusive 2021 chạy 1v mới thay dầu lần đầu,1.660.000.000,,Đã sử dụng,C Class,5,Xăng,Tự động
abd0efcd-8c4c-40b2-aaed-85236b2bcbd3,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/96296815.htm,2022-06-27 10:09:57.987610,xe.chotot.com,Chính chủ cần bán Kia Morning STĐ 2011,209.000.000,Việt Nam,Đã sử dụng,Morning,,Xăng,Tự động
163e6764-e7de-4440-8c50-817336e16e7a,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/95735260.htm,2022-06-27 10:09:57.997627,xe.chotot.com,Porsche Cayenne GTS Model 2009 Mới N.H.Ấ.T VN,799.000.000,Nước khác,Đã sử dụng,Cayenne,8,Xăng,Tự động
54e5af51-26db-467e-9b62-17f816540127,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/94494825.htm,2022-06-27 10:09:58.044640,xe.chotot.com,LuxA 2021 AT ngoại thất nâu siêu lướt hơn 8000km,767.000.000,Việt Nam,Đã sử dụng,Lux,5,Xăng,Tự động
69f5be13-f2a2-43af-a64e-815f9084a276,https://xe.chotot.com/mua-ban-oto-thanh-pho-cam-pha-quang-ninh/94046945.htm,2022-06-27 10:09:58.050640,xe.chotot.com,Bán Navara EL 2017 đk 2018 xe đẹp chuẩn km,525.000.000,Thái Lan,Đã sử dụng,Navara,5,Dầu,Tự động
64d5efff-e260-453e-bebe-0a1537959514,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/95062159.htm,2022-06-27 10:09:58.061642,xe.chotot.com,Mercedes_Benz_S400 Model 2017.Xe 1 chủ có VAT 2ty3,2.495.000.000,Đức,Đã sử dụng,S Class,5,Xăng,Tự động
f05d8e60-3601-4987-91f4-a7b3f8a113e9,https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/96268492.htm,2022-06-27 10:09:58.117674,xe.chotot.com,bán porsche panamera nâu kem model 2019,5.550.000.000,Đức,Đã sử dụng,Panamera,4,Xăng,Tự động
dd99b232-c1f0-4321-94cb-c71894ddacc5,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/96373938.htm,2022-06-27 10:09:58.174683,xe.chotot.com,MITSUBISHI JOLIE 8 chỗ,95.000.000,,Đã sử dụng,Jolie,,Xăng,Số sàn
aefae1f7-9ac7-41c1-924e-1feb2b8b6c34,https://xe.chotot.com/mua-ban-oto-thi-xa-tan-uyen-binh-duong/92030132.htm,2022-06-27 10:09:58.178684,xe.chotot.com,Gia đình bán Toyota camry 2.2 đời 2000 XLI đẹp,179.000.000,Nhật Bản,Đã sử dụng,Camry,5,Xăng,Số sàn
832830ef-0ff2-4814-9eda-6f554d5e2919,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/88912524.htm,2022-06-27 10:09:58.202684,xe.chotot.com,MAZDA CX5 2022 SẴN XE- TRẢ GÓP 85%-CHỈ 180TR,839.000.000,Việt Nam,Mới,CX 5,5,Xăng,Tự động
0f9eeec6-015a-47f9-977f-ebdd7779b549,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/95790452.htm,2022-06-27 10:09:58.223684,xe.chotot.com,Ford Everest 2023 Trả trước 350 Triệu Nhận Xe,1.124.000.000,Thái Lan,Mới,Everest,7,Dầu,Tự động
