id,domain,url,crawled_date,anh_xe,ten,gia_ban,nam_san_xuat,xuat_xu,tinh_trang,dong_xe,so_km_da_di,mau_ngoai_that,mau_noi_that,so_cua,so_cho_ngoi,nhien_lieu,he_thong_nap_nhien_lieu,hop_so,dan_dong,tieu_thu_nhien_lieu,dung_tich_xi_lanh,thong_tin_mo_ta
78be0fa1-1ba3-48b5-a7af-bbba02ce5ff6,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2016-4413764,1656843561.97161,https://bonbanh.com/uploads/users/39920/car/4413764/l_1654137752.500.jpg,xe mercedes benz e class e200,1400000000.0,2016,trong nước,cũ,sedan,"30,000 km",xanh,kem,5 cửa,5 chỗ,xăng,, tự động,rfd,l/100km,2.0 l,Car Center mới về Mercedes-Benz E200 2016
42af706f-3ee6-4ac0-935d-011130ba7d1e,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2012-4436067,1656843561.999696,https://bonbanh.com/uploads/users/174980/car/4436067/l_1655282077.291.jpg,xe mercedes benz c class c300 amg,519000000.0,2012,trong nước,cũ,sedan,"100,000 km",đỏ,ghi,4 cửa,5 chỗ,xăng,, tự động,rfd,l/100km,3.0 l,Hàng lại về:
c214ee24-0eaa-4037-9255-95f0924898b9,bonbanh.com,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-4463042,1656843562.036832,https://bonbanh.com/uploads/users/658670/car/4463042/l_1656685238.850.jpeg,xe toyota fortuner 2.4g 4x2,1050000000.0,2020,trong nước,cũ,suv,"38,000 km",đen,đen,5 cửa,8 chỗ,dầu,, tự động,rfd,10 l/100km,2.4 l,( Tặng ngay gói bảo dưỡng - Tặng voucher giảm giá hoặc quà tặng vào ngày sinh nhật của khách hàng )
532c14d9-5ffa-4769-99d1-aff971c46808,bonbanh.com,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-4452705,1656843562.077526,https://bonbanh.com/uploads/users/58360/car/4452705/l_1656138369.885.jpg,xe toyota veloz cross 1.5 cvt,648000000.0,2022,nhập khẩu,mới,suv,0 km,đỏ,đen,5 cửa,7 chỗ,xăng,phun xăng điện tử, tự động,fwd,5 l/100km,1.5 l,"✓ TOYOTA VELOZ TOP 2022 - Hàng Nhập nguyên chiếc, trang bị công nghệ hiện đại:"
72f6b662-bf90-45fe-b939-a4eebeed61f1,bonbanh.com,https://bonbanh.com/xe-honda-city-rs-1.5-at-2021-3732014,1656843562.26223,https://bonbanh.com/uploads/users/9758/car/3732014/l_1607938750.261.jpg,xe honda city rs 1.5,581000000.0,2021,trong nước,mới,sedan,0 km,đỏ,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1.5 l,"Honda City 2021 có thiết kế sang trọng và hiện đại. Mẫu sedan này được trang bị bộ ghế nỉ da màu đen ở cả hai hàng ghế, đem đến không gian khá sang trọng. Ở khoang lái, ghế lái thiết kế ôm lưng, cho cảm giác lái tốt hơn. Vô-lăng ba chấu bọc da, thiết kế thể thao, tích hợp nhiều nút bấm hiện đại. Sau vô-lăng, bảng đồng hồ hiển thị đa thông tin vận hành, dạng Analog, màu sắc sinh động, hiển thị rõ nét, dễ quan sát và đánh giá."
07e1680d-f067-42bf-821f-8b4f3dac44a0,bonbanh.com,https://bonbanh.com/xe-toyota-yaris-g-2019-4465526,1656843562.285608,https://bonbanh.com/uploads/users/28599/car/4465526/l_1656836681.269.jpeg,xe toyota yaris g,640000000.0,2019,nhập khẩu,cũ,hatchback,"29,000 km",vàng,kem,5 cửa,5 chỗ,xăng,xăng , tự động,fwd,6 l/100km,,Quý Thượng Khách chốt xe HÔM NAY sẽ nhận ngay ưu đãi về GIÁ ngoài ra xe còn được ĐÁNH GIÁ về chất lượng trực tiếp tại Toyota Đông Sài Gòn.
cb3c8577-05ef-4d08-9c8d-83ac36a0b1eb,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2018-4238348,1656843562.309495,https://bonbanh.com/uploads/users/465614/car/4238348/l_1645156060.jpg,xe mercedes benz c class c200,1199000000.0,2018,trong nước,cũ,sedan,0 km,trắng,-,4 cửa,5 chỗ,xăng,, tự động,rfd,l/100km,2.0 l,"Mercedes C200 Trắng,nt kem. Sx 2018,biển Hn số đẹp,xe đi hơn 2 vạn miles... Bản có loa burm,đã lên vô lăng và cửa gió tuabin thể thao,mặt ca lăng mới..."
a0b2bb20-0c23-4cd0-9c75-416b69d5d2fd,bonbanh.com,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2022-4439404,1656843562.360231,https://bonbanh.com/uploads/users/487227/car/4439404/l_1655446873.618.jpg,xe ford everest titanium 2.0l 4x4,1419000000.0,2022,nhập khẩu,mới,suv,0 km,đen,đen,5 cửa,7 chỗ,dầu,, tự động,4wd,7 l/100km,2.0 l,Ford Everest 2022 Titanium 2 cầu khuyến mại chưa bao giờ lớn đến như vậy.
e287d858-b6f3-49ef-bb00-2f39fa6cd7bf,bonbanh.com,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2020-4459542,1656843562.387797,https://bonbanh.com/uploads/users/465614/car/4459542/l_1656499319.852.jpg,xe mercedes benz c class c200 exclusive,1520000000.0,2020,trong nước,cũ,sedan,"6,000 km",đen,kem,4 cửa,5 chỗ,xăng,, tự động,rfd,l/100km,2.0 l,"Mercedes C200 Ex Sx 2020,đki 2021... Xe đi hơn 6 ngàn miles. Xanh Cavansite,nội thất kem... Bản Ex với ghế có nhớ,loa burm,nước hoa... Đồng hồ yên ngựa,taplo gỗ... hộp số 9 cấp mới..."
771237b6-e35b-4123-98a6-5c63d03cacd4,bonbanh.com,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2010-4419996,1656843562.741498,https://bonbanh.com/uploads/users/627153/car/4419996/l_1654481285.104.jpg,xe toyota corolla altis 2.0v,395000000.0,2010,trong nước,cũ,sedan,"120,000 km",đen,kem,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2.0 l,Toyota Crolla Altis 2.0 2010
